Name,Quantity,Unit,Cocktail
Scotch,3/4,oz,Honeypot
Lemon Juice,3/4,oz,Honeypot
Bitters,1,ds,Honeypot
Orange Bitters,1,ds,Honeypot
Orange Flower Water,1,dr,Honeypot
Prosecco,4,oz,Honeysuckle
Peach Liqueur,1/2,oz,Honeysuckle
Walnut Liqueur,1/4,oz,Honeysuckle
Old Tom Gin,2,oz,Honeysuckle Julep
Herbal Liqueur,1/4,oz,Honeysuckle Julep
Honey Syrup,1/2,oz,Honeysuckle Julep
Peach,2,sli,Honeysuckle Julep
Drambuie,1/2,oz,Honeywell
Averna,1/2,oz,Honeywell
Bourbon,1/2,oz,Honeywell
Islay Scotch,1/2,oz,Honeywell
Bitters,1,ds,Honeywell
Orange Bitters,1,ds,Honeywell
Orange Flower Water,1,dr,Honeywell
Lemon Peel,1,twst,Honeywell
Orange Peel,1,twst,Honeywell
Gin,1,oz,Hong Kong Cocktail
Dry Vermouth,1,oz,Hong Kong Cocktail
Lime Juice,1/2,oz,Hong Kong Cocktail
Simple Syrup,2,t,Hong Kong Cocktail
Orange Bitters,1,ds,Hong Kong Cocktail
Cranberry Juice,2,oz,The HONK! Hornblower
Orgeat,1/4,oz,The HONK! Hornblower
Ginger Beer,2,oz,The HONK! Hornblower
Mezcal,1,oz,Honky and the Donkey
Amontillado Sherry,1,oz,Honky and the Donkey
Benedictine,1/2,oz,Honky and the Donkey
Aromatized Wine,1/2,oz,Honky and the Donkey
Orange Bitters,1,ds,Honky and the Donkey
Green Tea,1,oz,Hood River Iced Tea
Pear Eau De Vie,1,oz,Hood River Iced Tea
Pear Liqueur,1/2,oz,Hood River Iced Tea
Eau De Vie Of Douglas Fir,1/4,oz,Hood River Iced Tea
Lemon Juice,1,oz,Hood River Iced Tea
Simple Syrup,1,oz,Hood River Iced Tea
Mint,6,lf,Hood River Iced Tea
Maple Canadian Whisky,2,oz,Hookah
Gran Classico,3/4,oz,Hookah
Amer Picon,1/2,oz,Hookah
Salt,1,pn,Hookah
Bitters,1,ds,Hookah
Orange Peel,1,twst,Hookah
Bourbon,1,oz,Hooker Cocktail
Averna,1/2,oz,Hooker Cocktail
Scotch,1/4,oz,Hooker Cocktail
Orange Juice,3/4,oz,Hooker Cocktail
Simple Syrup,1/4,oz,Hooker Cocktail
Bitters,3,ds,Hooker Cocktail
Chocolate Bitters,2,ds,Hooker Cocktail
Beer,1,oz,Hooker Cocktail
Brandy,3/4,oz,Hoop La
Triple Sec,3/4,oz,Hoop La
Aromatized Wine,3/4,oz,Hoop La
Lemon Juice,3/4,oz,Hoop La
Scotch,1 1/2,oz,Hoots Mon
Aromatized Wine,3/4,oz,Hoots Mon
Sweet Vermouth,3/4,oz,Hoots Mon
Gin,1,oz,Hop City
Aperol,1,oz,Hop City
Falernum,1,oz,Hop City
Lemon Juice,1,oz,Hop City
India Pale Ale,1,oz,Hop City
Lemon Juice,1/2,oz,Hop Over
Falernum,3/4,oz,Hop Over
Genever,1,oz,Hop Over
Orange Flower Water,2,ds,Hop Over
India Pale Ale,2,oz,Hop Over
Lemon,1,sli,Hop Over
Whiskey,1,oz,Hop Springs Eternal
Grand Hops Amaro,1,oz,Hop Springs Eternal
Pink Grapefruit Juice,1,oz,Hop Springs Eternal
Sherry,1,oz,Hop Springs Eternal
Bitters,1,ds,Hop Springs Eternal
Grapefruit Peel,1,twst,Hop Springs Eternal
Bourbon,1 1/2,oz,Hope Cocktail
Cognac,1/2,oz,Hope Cocktail
Amaro Montenegro,1/2,oz,Hope Cocktail
Mandarin Orange Liqueur,1,t,Hope Cocktail
Orange Bitters,1,ds,Hope Cocktail
India Pale Ale,1 1/2,oz,Hoperol Flip
Aperol,1,oz,Hoperol Flip
Old Tom Gin,3/4,oz,Hoperol Flip
Lemon Juice,3/4,oz,Hoperol Flip
Egg White,1,un,Hoperol Flip
Orange Peel,1,twst,Hoperol Flip
Gin,1 1/2,oz,Hopped Gimlet
Hophead Vodka,1/2,oz,Hopped Gimlet
Door County Hop Bitters,5,dr,Hopped Gimlet
Lime,1/2,un,Hopped Gimlet
Lime Peel,2,twst,Hopped Gimlet
Scotch,1 1/4,oz,Hopped Scotch
Creme De Banane,1/4,oz,Hopped Scotch
Lemon Juice,1/2,oz,Hopped Scotch
Honey Syrup,1/2,oz,Hopped Scotch
Saison Beer,1,oz,Hopped Scotch
Club Soda,1,oz,Hopped Scotch
Tequila,3,oz,Hoppy Daq
Pink Grapefruit Juice,1 1/2,oz,Hoppy Daq
Grenadine,1 1/2,oz,Hoppy Daq
Amaro,3/4,oz,Hoppy Daq
Hophead Vodka,1 1/2,oz,Hoppy Father-in-Law
Herbal Liqueur,1,oz,Hoppy Father-in-Law
Elderflower Liqueur,1/4,oz,Hoppy Father-in-Law
Lemon Juice,1,oz,Hoppy Father-in-Law
Lime Juice,1,oz,Hoppy Father-in-Law
Door County Hop Bitters,1,dr,Hoppy Father-in-Law
Lf Mint,,12,Hornitos Lau
Reposado Tequila,2,oz,Hornitos Lau
Licor 43,1 1/2,oz,Hornitos Lau
Lime Juice,1/2,oz,Hornitos Lau
Mezcal,1,oz,Horror Hotel
Apple Brandy,1/2,oz,Horror Hotel
Sweet Vermouth,1/2,oz,Horror Hotel
Apricot Liqueur,1/2,oz,Horror Hotel
Cynar,1/2,oz,Horror Hotel
Bitters,2,ds,Horror Hotel
Orange Peel,1,twst,Horror Hotel
Gin,6,oz,Horse & Carriage Punch
Triple Sec,3,oz,Horse & Carriage Punch
Elderflower Liqueur,3,oz,Horse & Carriage Punch
Lemon Juice,6,oz,Horse & Carriage Punch
Oz Tea,,10,Horse & Carriage Punch
Grapefruit Peel,1,twst,Horse & Carriage Punch
Lemon Peel,1,twst,Horse & Carriage Punch
Orange Peel,1,twst,Horse & Carriage Punch
Lime Peel,1,twst,Horse & Carriage Punch
